text,label,source,confidence
Mai Linh | Cước taxi Sài Gòn,Đi lại,gemini_synthetic,0.9
Saigon Petro | Xăng 95 30l,Đi lại,gemini_synthetic,0.9
"Garage Thành Đạt | Bảo dưỡng xe định kỳ, Thay lọc gió",Đi lại,gemini_synthetic,0.9
Trạm thu phí cầu Phú Mỹ | Phí cầu đường,Đi lại,gemini_synthetic,0.9
Thế Giới Dầu Nhớt | Mua nhớt Castrol 1.2L,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng E5 450k,Đi lại,gemini_synthetic,0.9
Xăng RON95 10 lít,Đi lại,gemini_synthetic,0.9
Vé xe buýt lượt,Đi lại,gemini_synthetic,0.9
Phí gửi xe máy 2h,Đi lại,gemini_synthetic,0.9
"Vá lốp xe máy, Bơm xe",Đi lại,gemini_synthetic,0.9
Thay nhớt xe số,Đi lại,gemini_synthetic,0.9
Cước taxi từ bến xe,Đi lại,gemini_synthetic,0.9
Phí cầu đường 25k,Đi lại,gemini_synthetic,0.9
Rửa xe máy sạch sẽ,Đi lại,gemini_synthetic,0.9
Grab,Đi lại,gemini_synthetic,0.9
Petrolimex,Đi lại,gemini_synthetic,0.9
Mai Linh Taxi,Đi lại,gemini_synthetic,0.9
Trạm đăng kiểm xe cơ giới,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng RON95 350K,Đi lại,gemini_synthetic,0.9
Grab | Cước phí chuyến đi Quận 1-Bình Thạnh,Đi lại,gemini_synthetic,0.9
Mai Linh Taxi | Chuyến xe Sân bay TSN về Quận 3,Đi lại,gemini_synthetic,0.9
Bãi xe Vincom | Phí giữ xe máy 5 giờ,Đi lại,gemini_synthetic,0.9
Shell | Dầu diesel B5 50L,Đi lại,gemini_synthetic,0.9
"Be | Đi chợ Gò Vấp, phí 45.000đ",Đi lại,gemini_synthetic,0.9
Sửa xe Tín Phát | Thay dầu nhớt xe Airblade,Đi lại,gemini_synthetic,0.9
Trạm BOT Long Thành | Vé lượt xe con,Đi lại,gemini_synthetic,0.9
Vinasun Taxi | Từ ga Sài Gòn về khách sạn 120.000 VNĐ,Đi lại,gemini_synthetic,0.9
PV Oil | Xăng E5 RON92 7.5 lít,Đi lại,gemini_synthetic,0.9
Hầm gửi xe Aeon Mall | Phí đậu ô tô 3 tiếng,Đi lại,gemini_synthetic,0.9
"Gojek | Đón ở Landmark 81, đến Nguyễn Huệ",Đi lại,gemini_synthetic,0.9
Rửa xe Sạch Nhanh | Rửa xe máy + hút bụi,Đi lại,gemini_synthetic,0.9
Petrolimex | 500k xăng RON95,Đi lại,gemini_synthetic,0.9
Grab | Phí di chuyển từ ĐH Bách Khoa đến KTX,Đi lại,gemini_synthetic,0.9
Bãi giữ xe bệnh viện | Phí xe máy 2 lượt,Đi lại,gemini_synthetic,0.9
Caltex | Xăng A95 đổ đầy bình,Đi lại,gemini_synthetic,0.9
Mai Linh Taxi | Chuyến công tác Quận 7 - Q1,Đi lại,gemini_synthetic,0.9
Sửa xe máy Anh Khoa | Vá lốp sau xe Vision,Đi lại,gemini_synthetic,0.9
Trạm thu phí cầu Phú Mỹ | Vé qua trạm,Đi lại,gemini_synthetic,0.9
"Be | Đặt xe đi làm, phí 38k",Đi lại,gemini_synthetic,0.9
Saigon Petro | Xăng 95 400.000 VNĐ,Đi lại,gemini_synthetic,0.9
Hầm xe chung cư | Giữ ô tô qua đêm,Đi lại,gemini_synthetic,0.9
Gojek | Đưa đón từ Thủ Đức về Sài Gòn,Đi lại,gemini_synthetic,0.9
Sửa chữa xe máy Phúc Thịnh | Thay lốp trước xe Vespa,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng A92 12 lít,Đi lại,gemini_synthetic,0.9
Grab | Chuyến đi công tác Tân Bình - Q2,Đi lại,gemini_synthetic,0.9
Bãi đỗ xe sân bay | Phí đậu xe ô tô 2 ngày,Đi lại,gemini_synthetic,0.9
"Xăng RON95, rửa xe máy",Đi lại,gemini_synthetic,0.9
"Cước taxi về nhà, 75.000đ",Đi lại,gemini_synthetic,0.9
"Vé xe buýt tuyến 08, phí giữ xe máy",Đi lại,gemini_synthetic,0.9
"Thay dầu nhớt, bơm lốp xe",Đi lại,gemini_synthetic,0.9
Phí đậu ô tô qua đêm,Đi lại,gemini_synthetic,0.9
Vé qua trạm BOT cao tốc Long Thành,Đi lại,gemini_synthetic,0.9
Xăng E5 RON92 100k,Đi lại,gemini_synthetic,0.9
"Vá xe lốp trước, vệ sinh sên",Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng E5 RON92 15.5 lít,Đi lại,gemini_synthetic,0.9
Grab | Cước phí chuyến xe từ Tân Bình đến Q1,Đi lại,gemini_synthetic,0.9
"Thay lọc gió, Vệ sinh buồng đốt, Thay dầu máy xe",Đi lại,gemini_synthetic,0.9
Bãi giữ xe Aeon Mall Tân Phú | Phí giữ xe ô tô 3 tiếng,Đi lại,gemini_synthetic,0.9
Shell | Dầu diesel B5 30l,Đi lại,gemini_synthetic,0.9
Mai Linh Taxi | Cước taxi từ sân bay về quận 7,Đi lại,gemini_synthetic,0.9
"Vé qua trạm BOT Long Thành, Phí cầu Phú Mỹ",Đi lại,gemini_synthetic,0.9
"Gara Sài Gòn | Vá lốp trước, Rửa xe máy",Đi lại,gemini_synthetic,0.9
"Vé xe buýt tháng, Nạp tiền thẻ xe buýt",Đi lại,gemini_synthetic,0.9
PV Oil | 10 lít xăng RON95,Đi lại,gemini_synthetic,0.9
Vinasun Taxi,Đi lại,gemini_synthetic,0.9
Grab | Chuyến xe 4 chỗ từ Sân bay Tân Sơn Nhất về nhà,Đi lại,gemini_synthetic,0.9
"Xăng RON95 10L, rửa xe máy",Đi lại,gemini_synthetic,0.9
"Vé xe buýt tuyến 03, phí gửi xe",Đi lại,gemini_synthetic,0.9
"Phí đậu ô tô 2h, vé cầu đường",Đi lại,gemini_synthetic,0.9
"Thay nhớt xe số, vá lốp sau",Đi lại,gemini_synthetic,0.9
Cước phí di chuyển 3km,Đi lại,gemini_synthetic,0.9
Dầu diesel B5 25 lít,Đi lại,gemini_synthetic,0.9
"Vé xe khách SG-ĐL, phí hành lý",Đi lại,gemini_synthetic,0.9
Bảo dưỡng xe định kỳ,Đi lại,gemini_synthetic,0.9
Bãi giữ xe sân bay,Đi lại,gemini_synthetic,0.9
Trạm thu phí BOT Trung Lương,Đi lại,gemini_synthetic,0.9
"Grab | Chuyến xe 5km, phụ phí giờ cao điểm",Đi lại,gemini_synthetic,0.9
PV Oil | Xăng E5 RON92 15L,Đi lại,gemini_synthetic,0.9
"Shell | Dầu diesel, nước làm mát",Đi lại,gemini_synthetic,0.9
Vinasun Taxi | Cước phí từ Sân bay về Quận 1,Đi lại,gemini_synthetic,0.9
Bãi xe Vincom | Phí gửi xe máy 3 tiếng,Đi lại,gemini_synthetic,0.9
Gojek | Đơn hàng GoRide 15k,Đi lại,gemini_synthetic,0.9
"Sửa xe Minh | Thay lốp trước, vá săm",Đi lại,gemini_synthetic,0.9
Trạm BOT An Sương | Vé qua trạm xe con,Đi lại,gemini_synthetic,0.9
"Be | Chuyến xe 7km, tiền tip",Đi lại,gemini_synthetic,0.9
Saigon Petro | Xăng A95 7.5 lít,Đi lại,gemini_synthetic,0.9
"Garage Phương | Thay dầu phanh, vệ sinh lọc gió",Đi lại,gemini_synthetic,0.9
Công ty TNHH Vận tải Thành Bưởi | Vé xe Sài Gòn - Đà Lạt,Đi lại,gemini_synthetic,0.9
"Caltex | Xăng RON 95, kiểm tra lốp",Đi lại,gemini_synthetic,0.9
Bãi xe Nguyễn Huệ | Phí đậu xe ô tô 4h,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng 95 20l,Đi lại,gemini_synthetic,0.9
Grab | Chuyến đi Q2-Q9,Đi lại,gemini_synthetic,0.9
Mai Linh | Tiền xe từ bệnh viện về nhà,Đi lại,gemini_synthetic,0.9
"Sửa xe máy Long | Vá xe thủng, bơm lốp",Đi lại,gemini_synthetic,0.9
Trạm BOT Biên Hòa | Phí đường bộ xe 4 chỗ,Đi lại,gemini_synthetic,0.9
Be | Cước phí di chuyển 12km,Đi lại,gemini_synthetic,0.9
PV Oil | Xăng E5 10 lít,Đi lại,gemini_synthetic,0.9
Vinasun | Xe 7 chỗ sân bay,Đi lại,gemini_synthetic,0.9
Bãi xe Lotte Mart | Gửi xe máy,Đi lại,gemini_synthetic,0.9
"Gojek | Đi chợ X, 20k",Đi lại,gemini_synthetic,0.9
Petrolimex Sài Gòn | Xăng RON95 50.000đ,Đi lại,gemini_synthetic,0.9
"Garage Hiếu | Kiểm tra phanh, thay bugi",Đi lại,gemini_synthetic,0.9
Phương Trang FUTA Bus Lines | Vé xe khách Cần Thơ - TP.HCM,Đi lại,gemini_synthetic,0.9
Trạm thu phí Quốc lộ 1A | Phí đường bộ xe tải,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng RON95 500k,Đi lại,gemini_synthetic,0.9
"Grab | Cước xe từ Sân bay TSN về Q1, Phí đường bộ",Đi lại,gemini_synthetic,0.9
Bãi xe Vincom | Phí giữ xe máy 3h,Đi lại,gemini_synthetic,0.9
Shell | Xăng E5 RON92 15L,Đi lại,gemini_synthetic,0.9
Mai Linh Taxi | Chuyến đi Nguyễn Trãi - Lê Lợi,Đi lại,gemini_synthetic,0.9
Gojek | Đặt xe máy từ nhà đến văn phòng,Đi lại,gemini_synthetic,0.9
"Sửa xe Tấn Phát | Vá lốp trước, Thay săm",Đi lại,gemini_synthetic,0.9
Trạm BOT An Sương | Vé qua trạm BOT,Đi lại,gemini_synthetic,0.9
Be | Chuyến xe từ Bệnh viện đến nhà,Đi lại,gemini_synthetic,0.9
PV Oil | Xăng A95 450.000đ,Đi lại,gemini_synthetic,0.9
Bãi đỗ xe Lotte Mart | Phí đậu ô tô 2h,Đi lại,gemini_synthetic,0.9
"Petrolimex | Xăng RON95 6.5L, Dầu nhớt 1L",Đi lại,gemini_synthetic,0.9
Vinasun Taxi | Cước phí từ Q1 sang Q7,Đi lại,gemini_synthetic,0.9
"Gara Hùng Cường | Thay dầu nhớt xe máy, Rửa xe",Đi lại,gemini_synthetic,0.9
Caltex | Dầu Diesel B5 20L,Đi lại,gemini_synthetic,0.9
Bãi xe bệnh viện | Phí giữ xe ô tô 5 tiếng,Đi lại,gemini_synthetic,0.9
Mipec Petrol | Xăng 95 300.000đ,Đi lại,gemini_synthetic,0.9
"Grab | Chuyến đi sân bay, Phí cầu đường",Đi lại,gemini_synthetic,0.9
"Sửa xe Mạnh Tiến | Kiểm tra phanh, Bơm lốp",Đi lại,gemini_synthetic,0.9
Saigon Petro | Xăng E5 10L,Đi lại,gemini_synthetic,0.9
Be | Cước xe đi làm,Đi lại,gemini_synthetic,0.9
Trạm thu phí Long Thành | Vé qua trạm thu phí,Đi lại,gemini_synthetic,0.9
Bãi xe Aeon Mall | Vé gửi xe máy,Đi lại,gemini_synthetic,0.9
Thế Giới Lốp | Thay lốp sau xe ô tô,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng A95 7.2 lít,Đi lại,gemini_synthetic,0.9
"Grab | Đặt xe 4 chỗ, Phí chờ",Đi lại,gemini_synthetic,0.9
"Sửa xe máy Anh Tuấn | Thay bugi, Vệ sinh lọc gió",Đi lại,gemini_synthetic,0.9
Hầm Thủ Thiêm | Phí qua hầm,Đi lại,gemini_synthetic,0.9
Xăng RON95 5L,Đi lại,gemini_synthetic,0.9
Cước chuyến đi công tác,Đi lại,gemini_synthetic,0.9
Vé xe buýt tháng 1,Đi lại,gemini_synthetic,0.9
"Phí giữ xe máy, Vá lốp",Đi lại,gemini_synthetic,0.9
"Thay dầu động cơ, Lọc dầu",Đi lại,gemini_synthetic,0.9
Xăng A92 350k,Đi lại,gemini_synthetic,0.9
Phí đậu xe ô tô qua đêm,Đi lại,gemini_synthetic,0.9
Trạm BOT,Đi lại,gemini_synthetic,0.9
Cước taxi về nhà,Đi lại,gemini_synthetic,0.9
Vé xe buýt tuyến 08,Đi lại,gemini_synthetic,0.9
"Thay nhớt xe máy, vá lốp",Đi lại,gemini_synthetic,0.9
Phí gửi xe qua đêm,Đi lại,gemini_synthetic,0.9
Đổ dầu diesel 20l,Đi lại,gemini_synthetic,0.9
Trạm thu phí Long Thành,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng E5 RON92 35.000đ,Đi lại,gemini_synthetic,0.9
Grab | Cước grabbike đi làm,Đi lại,gemini_synthetic,0.9
Bãi xe Vincom | Phí giữ xe máy,Đi lại,gemini_synthetic,0.9
PVOIL | Xăng A95 50.000 vnd,Đi lại,gemini_synthetic,0.9
Be | Chuyến beCar từ sân bay,Đi lại,gemini_synthetic,0.9
Gara Minh Anh | Thay dầu nhớt xe Fortuner,Đi lại,gemini_synthetic,0.9
Vinasun Taxi | Cước phí từ Sân bay TSN về Q.Bình Thạnh,Đi lại,gemini_synthetic,0.9
Trạm BOT Trung Lương | Vé qua trạm,Đi lại,gemini_synthetic,0.9
Sửa xe Tấn Phát | Vá lốp trước xe Wave,Đi lại,gemini_synthetic,0.9
Saigon Petro | Đổ xăng RON95 5.5L,Đi lại,gemini_synthetic,0.9
Gojek | Cước go-car,Đi lại,gemini_synthetic,0.9
Mai Linh Taxi | Di chuyển từ Hà Nội đi Bắc Ninh,Đi lại,gemini_synthetic,0.9
Bãi xe ngầm Vincom | Phí đậu ô tô 3 giờ,Đi lại,gemini_synthetic,0.9
Caltex | Xăng A95 60k,Đi lại,gemini_synthetic,0.9
Yamaha Town | Bảo dưỡng định kỳ xe Janus,Đi lại,gemini_synthetic,0.9
PV Oil | Xăng RON95 20 lít,Đi lại,gemini_synthetic,0.9
Be | Cước chuyến xe beBike,Đi lại,gemini_synthetic,0.9
Trạm đăng kiểm 50-03V | Phí đăng kiểm ô tô,Đi lại,gemini_synthetic,0.9
Taxi OpenDoor | Chi phí đi từ Quận 12 đến Phú Nhuận,Đi lại,gemini_synthetic,0.9
Cửa hàng phụ tùng xe máy | Thay bugi xe Airblade,Đi lại,gemini_synthetic,0.9
"Petrolimex | Xăng RON 95, 2 lít",Đi lại,gemini_synthetic,0.9
"Grab | Cước grab car, 7km",Đi lại,gemini_synthetic,0.9
"Bảo dưỡng xe Phát Đạt | Rửa xe máy, bơm lốp",Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng RON95 5.5L,Đi lại,gemini_synthetic,0.9
Grab | Chuyến đi từ Q1 đến Q3,Đi lại,gemini_synthetic,0.9
"Vá lốp xe máy, bơm hơi",Đi lại,gemini_synthetic,0.9
Mai Linh Taxi | Cước phí từ nhà ra sân bay,Đi lại,gemini_synthetic,0.9
Bãi xe BigC Thăng Long | Phí gửi xe ô tô 3h,Đi lại,gemini_synthetic,0.9
Be | Xe ôm đi chợ Tân Định,Đi lại,gemini_synthetic,0.9
"Thay dầu nhớt động cơ, rửa xe",Đi lại,gemini_synthetic,0.9
Trạm BOT Cai Lậy | Vé lượt qua trạm,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng E5 RON92 40.000đ,Đi lại,gemini_synthetic,0.9
Vé xe buýt tuyến 01,Đi lại,gemini_synthetic,0.9
Shell | Dầu diesel B5 12 lít,Đi lại,gemini_synthetic,0.9
Gojek | Đón tại đường CMT8,Đi lại,gemini_synthetic,0.9
Bãi đỗ xe Hầm chung cư | Phí giữ xe máy tháng 11,Đi lại,gemini_synthetic,0.9
Vinasun Taxi | Cước phí từ Q.Bình Thạnh về Q.Gò Vấp,Đi lại,gemini_synthetic,0.9
"Thay nhớt xe số, kiểm tra thắng",Đi lại,gemini_synthetic,0.9
Grab | GrabCar từ Sân Bay về Q1,Đi lại,gemini_synthetic,0.9
PV Oil | Xăng A95-III 7.2L,Đi lại,gemini_synthetic,0.9
Bến xe Mỹ Đình | Vé xe khách Hà Đông,Đi lại,gemini_synthetic,0.9
"Rửa xe hơi, đánh bóng lốp",Đi lại,gemini_synthetic,0.9
"Honda Head | Bảo dưỡng định kỳ, thay lọc gió",Đi lại,gemini_synthetic,0.9
Saigon Petro | Xăng Ron 95 3.8 lít,Đi lại,gemini_synthetic,0.9
Phí đậu xe máy 4h,Đi lại,gemini_synthetic,0.9
Mai Linh Taxi | Chuyến đi công tác nội thành,Đi lại,gemini_synthetic,0.9
Trạm thu phí cầu Phú Mỹ | Vé qua cầu,Đi lại,gemini_synthetic,0.9
"Thay lốp trước xe đạp điện, sửa phanh",Đi lại,gemini_synthetic,0.9
Grab | Chuyến xe 4 chỗ từ nhà đến cơ quan,Đi lại,gemini_synthetic,0.9
Caltex | Xăng A92 30.000đ,Đi lại,gemini_synthetic,0.9
Vé xe buýt tháng,Đi lại,gemini_synthetic,0.9
Bãi giữ xe bệnh viện Nhi Đồng | Phí gửi ô tô,Đi lại,gemini_synthetic,0.9
Gojek | GrabBike đi siêu thị,Đi lại,gemini_synthetic,0.9
Petrolimex | Xăng RON95 25L,Đi lại,gemini_synthetic,0.9
"Cước phí GrabBike, phí bãi đỗ xe máy",Đi lại,gemini_synthetic,0.9
Shell Việt Nam | Dầu diesel B5 20L,Đi lại,gemini_synthetic,0.9
"Vé xe buýt tháng 9, Phí giữ xe máy khu A",Đi lại,gemini_synthetic,0.9
CÔNG TY TNHH VẬN TẢI DU LỊCH KHÁNH PHONG | VÉ XE KHÁCH LƯỢT,Đi lại,synthetic,0.95
"CÔNG TY TNHH XYZ | Số vé 46455690 - Chuyến bay VJ512 - Hành trình DAD-HAN, Số vé 46455691 - Chuyến bay VJ512 - Hành trình DAD-HAN",Đi lại,synthetic,0.95
CÔNG TY XĂNG DẦU KHU VỰC I - CÔNG TY TNHH MỘT THÀNH VIÊN | DO 0.05S-II,Đi lại,synthetic,0.95
"TAXI XANH SM | Biển số/Number Plates, Tổng tiền/Total",Đi lại,synthetic,0.95
"HONDA | SON CẦN TRƯỚC PHẢI, Giảm trừ khách hàng BKS: 62 A10200",Đi lại,synthetic,0.95
Công Ty Cổ Phần Vận Tải Tp.hcm | Vé Xe Buýt,Đi lại,synthetic,0.95
XANH SM | Cước phí vận chuyển mã 01KFFQ9F3K5HRRWH30P57EMTPY,Đi lại,synthetic,0.95
"CÔNG TY TNHH GRABTAXI | Cước phí vận chuyển GrabBike (Đính kèm bằng kê số 0023730 ngày 31/07/2017), Cước phí vận chuyển GrabCar (Đính kèm bằng kê số 0023730 ngày 31/07/2017)",Đi lại,synthetic,0.95
VINASUN CTY CP ÁNH DƯƠNG VN | Đi xe buýt,Đi lại,synthetic,0.95
CÔNG TY CP HOÀNG LONG | VÉ XE KHÁCH,Đi lại,synthetic,0.95
Công ty xăng dầu Điện Biên | Xăng E5 RON 92-II,Đi lại,synthetic,0.95
"Cước phí vận chuyển mã, Phí nền tảng mã",Đi lại,synthetic,0.95
CÔNG TY TNHH CHO THUÊ XE | Cước phí thuê xe từ ngày 18/06/2018 đến ngày 31/07/2018,Đi lại,synthetic,0.95
"TỔNG CÔNG TY ĐẦU TƯ PHÁT TRIỂN ĐƯỜNG CAO TỐC VIỆT NAM - Cty TNHH MTV | VEC, MPC",Đi lại,synthetic,0.95
"Chiết khấu thương mại giảm giá mã, Phí nền tảng mã",Đi lại,synthetic,0.95
"CÔNG TY TNHH GIAO NHẬN VÀ VẬN TẢI MINH VIỆT | Cân xe: Trọng lượng cân lần 1 (1st Weight), Trọng lượng cân lần 2 (2nd weight)",Đi lại,synthetic,0.95
"CÔNG TY TNHH MỘT THÀNH VIÊN BẾN XE MIỀN ĐÔNG | Dịch vụ xe qua bến, Dịch vụ đậu đêm",Đi lại,synthetic,0.95
XANH SM | Cước phí vận chuyển mã 01KDKA149GPAFN2ZN24RVZZ7GC,Đi lại,synthetic,0.95
CÔNG TY XĂNG DẦU THANH HÓA | DO 0.001S-V,Đi lại,synthetic,0.95
TRUNG TÂM BẢO HÀNH CÔNG TY LÊ BẢO MINH | Thay main,Mua sắm,manual,1.0
"Đinh Thị Mai Hòa | Chăn lưới dây IQ, Gối cháu",Mua sắm,manual,1.0
"CÔNG TY CỔ PHẦN GM THĂNG LONG | Xe ô tô GM Chevrolet CRUZE KL1-JNB11/CD5-1, 05 Chỗ ngồi, màu Đen (831), dung tích xy lanh 1796 Cm3, mới 100%",Mua sắm,manual,1.0
"Co.opMart NGUYEN DINH CHIEU | Kem Wall's Soco H.Nhan 75, Ha cao VISSAN 250g, Ha cao VISSAN 250g, Xuc xich trung muoi G FED, Lap xuong tuoi LC 500g, SCU TH Yogurt caramen 170, Banh da cua HOANGGIA 120g, DG CLEAR ml bha skhoa1630, KX/DXDoveOXYMOISTUREdtbb, KDR CloseUp Bacha230g+BCD",Mua sắm,manual,1.0
"TỔNG CÔNG TY CỔ PHẦN MAY VIỆT TIẾN | SOMI 1E2062BT3/ L2V (BLACK), SOMI 1E2367BT6/ L3V, SOMI 1E2406BT4/ L4V",Mua sắm,manual,1.0
"VinCommerce | X-MEN Tắm gội 2in1wood 650g, OXY Kem rửa mặt tác động sâu 100g, X-MEN Sáp vuốt tóc boss spiky 70g",Mua sắm,manual,1.0
"CTY TNHH MTV A CHÂU | GE125, KCK30",Mua sắm,auto_verified,0.8
"Electronics 555 | XR-55A80L, HT-S2000, WH-1000XM5",Mua sắm,auto_verified,0.8
"CASE STUDY | 3 miếng mặt nạ HA - Hồng, Váy xếp ly - Đen - S, Váy hoa vintage, máy tẩy da chết",Mua sắm,auto_verified,0.8
"CÔNG TY TNHH CÔNG NGHỆ FIXCAR VIỆT NAM | Camera sau Model Speed Map M1, Camera quan sát ghi hình ảnh, Model Speed Map M1, Thẻ nhớ 64GB Micro (A2 V30)",Mua sắm,auto_verified,0.8
"UNIQLO | AO THUN, AO THUN, AO Sd-MI, AO THUN, Sản phẩm lẻ, QUAN DAI, QUAN SHORT, DAM PONTE, DAM RAYON",Mua sắm,auto_verified,0.8
"DG Rejoice Ngăn rụng,SM 650 NT, ST Thebol 650g NT, NRC sunlight chanh 400ml NT, Sữa chua đường VNM 100g NT, sữa chua nếp cẩm vnm NO, Bánh mì tươi sữa và siêu mễ NT, kẹo Alpenliebe gói 120g NT, bánh mì nho dừa NO, BVS Diana dày cánh NT, bvs diana siêu thấm cool fr NO",Mua sắm,auto_verified,0.8
"Uniqlo | Áo thun Heattech size M, Quần jogger nam",Mua sắm,gemini_synthetic,0.9
"Thế Giới Di Động | Samsung Galaxy A55 5G, Tai nghe Bluetooth Anker",Mua sắm,gemini_synthetic,0.9
"Guardian | Kem dưỡng ẩm Neutrogena, Son dưỡng Vaseline, Bông tẩy trang",Mua sắm,gemini_synthetic,0.9
"Zara | Váy maxi họa tiết, Túi xách đeo chéo",Mua sắm,gemini_synthetic,0.9
"H&M | Áo khoác denim nữ, Quần skinny jeans",Mua sắm,gemini_synthetic,0.9
"FPT Shop | iPhone 15 Pro Max 256GB, Sạc nhanh 20W",Mua sắm,gemini_synthetic,0.9
"Canifa | Áo len cổ lọ nam, Quần kaki co giãn",Mua sắm,gemini_synthetic,0.9
"Hasaki | Serum Vitamin C Timeless, Nước tẩy trang Bioderma",Mua sắm,gemini_synthetic,0.9
"Điện Máy Xanh | Máy giặt Electrolux 9kg, Lò vi sóng Sharp",Mua sắm,gemini_synthetic,0.9
"Routine | Áo sơ mi linen, Quần short kaki",Mua sắm,gemini_synthetic,0.9
"Owen | Cà vạt lụa, Áo sơ mi công sở trắng",Mua sắm,gemini_synthetic,0.9
"NEM | Bộ đầm dự tiệc, Khăn choàng lụa",Mua sắm,gemini_synthetic,0.9
"CellphoneS | iPad Air 5, Bao da Smart Folio",Mua sắm,gemini_synthetic,0.9
"Con Cưng | Bỉm Merries size L, Sữa tắm gội Pigeon",Mua sắm,gemini_synthetic,0.9
"Fahasa | Sách ""Đắc nhân tâm"", Bút bi Thiên Long",Giáo dục,gemini_synthetic,0.9
"PNJ | Nhẫn vàng 18K, Dây chuyền bạc",Mua sắm,gemini_synthetic,0.9
"Lock&Lock | Bình giữ nhiệt 500ml, Hộp cơm thuỷ tinh",Mua sắm,gemini_synthetic,0.9
"Daiso | Giỏ đựng đồ mini, Kẹp tóc nhiều màu",Mua sắm,gemini_synthetic,0.9
"Miniso | Loa Bluetooth hình mèo, Gối tựa cổ du lịch",Mua sắm,gemini_synthetic,0.9
"Watsons | Kem chống nắng Anessa, Mặt nạ Innisfree",Mua sắm,gemini_synthetic,0.9
"Nguyễn Kim | TV Samsung Crystal UHD 55 inch, Giá treo TV",Mua sắm,gemini_synthetic,0.9
"IVY moda | Áo blazer nữ, Quần tây ống rộng",Mua sắm,gemini_synthetic,0.9
"JUNO | Giày cao gót màu nude, Túi tote da",Mua sắm,gemini_synthetic,0.9
"AEON Wellness | Dầu gội Tsubaki, Dầu xả Rejoice",Mua sắm,gemini_synthetic,0.9
"MWC | Dép lê quai ngang, Giày bệt nữ",Mua sắm,gemini_synthetic,0.9
"Tiki | Ổ cứng SSD Kingston 500GB, Chuột gaming Logitech",Mua sắm,gemini_synthetic,0.9
"Shopee | Đèn LED kẹp bàn, Bộ dụng cụ sửa chữa điện thoại",Mua sắm,gemini_synthetic,0.9
"Maison Online | Nước hoa Chanel Coco Mademoiselle, Kem dưỡng tay L'Occitane",Mua sắm,gemini_synthetic,0.9
"Bột giặt OMO Matic 2.7kg, Nước xả Comfort",Mua sắm,gemini_synthetic,0.9
"Gối ôm cao su thiên nhiên, Ga trải giường cotton",Mua sắm,gemini_synthetic,0.9
"Đồ chơi xếp hình Lego Technic, Xe điều khiển từ xa",Mua sắm,gemini_synthetic,0.9
"Bộ dao làm bếp Zwilling, Thớt gỗ sồi",Mua sắm,gemini_synthetic,0.9
"Kem nền Maybelline Fit Me, Kẻ mắt nước Lilybyred",Mua sắm,gemini_synthetic,0.9
"Tai nghe không dây Sony WF-1000XM4, Ốp lưng iPhone",Mua sắm,gemini_synthetic,0.9
"Nến thơm Yankee Candle mùi vani, Tinh dầu khuếch tán",Mua sắm,gemini_synthetic,0.9
"Bộ cọ trang điểm BH Cosmetics, Bông mút Real Techniques",Mua sắm,gemini_synthetic,0.9
The Face Shop,Mua sắm,gemini_synthetic,0.9
Decathlon,Mua sắm,gemini_synthetic,0.9
Guardian,Mua sắm,gemini_synthetic,0.9
Lixibox,Mua sắm,gemini_synthetic,0.9
"Uniqlo | Áo khoác lông vũ siêu nhẹ, Quần jean ống rộng",Mua sắm,gemini_synthetic,0.9
Thế Giới Di Động,Mua sắm,gemini_synthetic,0.9
"Zara | Đầm bodycon, Giày cao gót, Túi xách mini",Mua sắm,gemini_synthetic,0.9
"FPT Shop | iPhone 15 Pro Max 256GB, Apple Watch Series 9",Mua sắm,gemini_synthetic,0.9
"Áo sơ mi trắng, Quần tây đen, Thắt lưng da",Mua sắm,gemini_synthetic,0.9
"Điện Máy Xanh | Tivi Samsung 55 inch, Máy giặt Electrolux 9kg",Mua sắm,gemini_synthetic,0.9
"Canifa | Áo len cổ lọ, Quần kaki nam",Mua sắm,gemini_synthetic,0.9
H&M,Mua sắm,gemini_synthetic,0.9
"Routine | Áo polo nam, Quần short kaki",Mua sắm,gemini_synthetic,0.9
"Bột giặt Omo Matic 3kg, Nước xả vải Comfort, Nước rửa chén Sunlight",Mua sắm,gemini_synthetic,0.9
"Owen | Áo sơ mi công sở, Cà vạt lụa",Mua sắm,gemini_synthetic,0.9
"NEM | Váy công sở, Chân váy chữ A",Mua sắm,gemini_synthetic,0.9
"The Body Shop | Sữa dưỡng thể trà xanh, Tẩy tế bào chết dừa",Mua sắm,gemini_synthetic,0.9
"Watsons | Serum Vitamin C Timeless, Kem mắt RoC",Mua sắm,gemini_synthetic,0.9
"Bỉm Merries size L, Sữa Morinaga số 2",Mua sắm,gemini_synthetic,0.9
"Con Cưng | Bỉm Goon jumbo L50, Sữa Enfagrow A+ số 3",Mua sắm,gemini_synthetic,0.9
